data,stato,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido
2020-02-24 18:00:00,ITA,101,26,127,94,221,0,221,1,7,,,229,4324,,,,,,,,,
2020-02-25 18:00:00,ITA,114,35,150,162,311,90,93,1,10,,,322,8623,,,,,,,,,
2020-02-26 18:00:00,ITA,128,36,164,221,385,74,78,3,12,,,400,9587,,,,,,,,,
2020-02-27 18:00:00,ITA,248,56,304,284,588,203,250,45,17,,,650,12014,,,,,,,,,
2020-02-28 18:00:00,ITA,345,64,409,412,821,233,238,46,21,,,888,15695,,,,,,,,,
2020-02-29 18:00:00,ITA,401,105,506,543,1049,228,240,50,29,,,1128,18661,,,,,,,,,
2020-03-01 18:00:00,ITA,639,140,779,798,1577,528,566,83,34,,,1694,21127,,,,,,,,,
2020-03-02 18:00:00,ITA,742,166,908,927,1835,258,342,149,52,,,2036,23345,,,,,,,,,
2020-03-03 18:00:00,ITA,1034,229,1263,1000,2263,428,466,160,79,,,2502,25856,,,,,,,,,
2020-03-04 18:00:00,ITA,1346,295,1641,1065,2706,443,587,276,107,,,3089,29837,,,,,,,,,
2020-03-05 18:00:00,ITA,1790,351,2141,1155,3296,590,769,414,148,,,3858,32362,,,,,,,,,
2020-03-06 18:00:00,ITA,2394,462,2856,1060,3916,620,778,523,197,,,4636,36359,,,,,,,,,
2020-03-07 18:00:00,ITA,2651,567,3218,1843,5061,1145,1247,589,233,,,5883,42062,,pd-IT-0003,,,,,,,
2020-03-08 18:00:00,ITA,3557,650,4207,2180,6387,1326,1492,622,366,,,7375,49937,,,,,,,,,
2020-03-09 18:00:00,ITA,4316,733,5049,2936,7985,1598,1797,724,463,,,9172,53826,,,,,,,,,
2020-03-10 18:00:00,ITA,5038,877,5915,2599,8514,529,977,1004,631,,,10149,60761,,pd-IT-0005,,,,,,,
2020-03-11 17:00:00,ITA,5838,1028,6866,3724,10590,2076,2313,1045,827,,,12462,73154,,nd-IT-0002,,,,,,,
2020-03-12 17:00:00,ITA,6650,1153,7803,5036,12839,2249,2651,1258,1016,,,15113,86011,,,,,,,,,
2020-03-13 17:00:00,ITA,7426,1328,8754,6201,14955,2116,2547,1439,1266,,,17660,97488,,,,,,,,,
2020-03-14 17:00:00,ITA,8372,1518,9890,7860,17750,2795,3497,1966,1441,,,21157,109170,,,,,,,,,
2020-03-15 17:00:00,ITA,9663,1672,11335,9268,20603,2853,3590,2335,1809,,,24747,124899,,,,,,,,,
2020-03-16 17:00:00,ITA,11025,1851,12876,10197,23073,2470,3233,2749,2158,,,27980,137962,,nd-IT-0004;nd-IT-0006,,,,,,,
2020-03-17 17:00:00,ITA,12894,2060,14954,11108,26062,2989,3526,2941,2503,,,31506,148657,,nd-IT-0009,,,,,,,
2020-03-18 17:00:00,ITA,14363,2257,16620,12090,28710,2648,4207,4025,2978,,,35713,165541,,nd-IT-0012;nd-IT-0014,,,,,,,
2020-03-19 17:00:00,ITA,15757,2498,18255,14935,33190,4480,5322,4440,3405,,,41035,182777,,,,,,,,,
2020-03-20 17:00:00,ITA,16020,2655,18675,19185,37860,4670,5986,5129,4032,,,47021,206886,,,,,,,,,
2020-03-21 17:00:00,ITA,17708,2857,20565,22116,42681,4821,6557,6072,4825,,,53578,233222,,,,,,,,,
2020-03-22 17:00:00,ITA,19846,3009,22855,23783,46638,3957,5560,7024,5476,,,59138,258402,,,,,,,,,
2020-03-23 17:00:00,ITA,20692,3204,23896,26522,50418,3780,4789,7432,6077,,,63927,275468,,,,,,,,,
2020-03-24 17:00:00,ITA,21937,3396,25333,28697,54030,3612,5249,8326,6820,,,69176,296964,,,,,,,,,
2020-03-25 17:00:00,ITA,23112,3489,26601,30920,57521,3491,5210,9362,7503,,,74386,324445,,,,,,,,,
2020-03-26 17:00:00,ITA,24753,3612,28365,33648,62013,4492,6153,10361,8165,,,80539,361060,,pd-IT-0007,,,,,,,
2020-03-27 17:00:00,ITA,26029,3732,29761,36653,66414,4401,5959,10950,9134,,,86498,394079,,,,,,,,,
2020-03-28 17:00:00,ITA,26676,3856,30532,39533,70065,3651,5974,12384,10023,,,92472,429526,,,,,,,,,
2020-03-29 17:00:00,ITA,27386,3906,31292,42588,73880,3815,5217,13030,10779,,,97689,454030,,pd-IT-0009,,,,,,,
2020-03-30 17:00:00,ITA,27795,3981,31776,43752,75528,1648,4050,14620,11591,,,101739,477359,,,,,,,,,
2020-03-31 17:00:00,ITA,28192,4023,32215,45420,77635,2107,4053,15729,12428,,,105792,506968,,,,,,,,,
2020-04-01 17:00:00,ITA,28403,4035,32438,48134,80572,2937,4782,16847,13155,,,110574,541423,,,,,,,,,
2020-04-02 17:00:00,ITA,28540,4053,32593,50456,83049,2477,4668,18278,13915,,,115242,581232,,,,,,,,,
2020-04-03 17:00:00,ITA,28741,4068,32809,52579,85388,2339,4585,19758,14681,,,119827,619849,,,,,,,,,
2020-04-04 17:00:00,ITA,29010,3994,33004,55270,88274,2886,4805,20996,15362,,,124632,657224,,,,,,,,,
2020-04-05 17:00:00,ITA,28949,3977,32926,58320,91246,2972,4316,21815,15887,,,128948,691461,,,,,,,,,
2020-04-06 17:00:00,ITA,28976,3898,32874,60313,93187,1941,3599,22837,16523,,,132547,721732,,,,,,,,,
2020-04-07 17:00:00,ITA,28718,3792,32510,61557,94067,880,3039,24392,17127,,,135586,755445,,,,,,,,,
2020-04-08 17:00:00,ITA,28485,3693,32178,63084,95262,1195,3836,26491,17669,,,139422,807125,,,,,,,,,
2020-04-09 17:00:00,ITA,28399,3605,32004,64873,96877,1615,4204,28470,18279,,,143626,853369,,,,,,,,,
2020-04-10 17:00:00,ITA,28242,3497,31739,66534,98273,1396,3951,30455,18849,,,147577,906864,,pd-IT-0011,,,,,,,
2020-04-11 17:00:00,ITA,28144,3381,31525,68744,100269,1996,4694,32534,19468,,,152271,963473,,,,,,,,,
2020-04-12 17:00:00,ITA,27847,3343,31190,71063,102253,1984,4092,34211,19899,,,156363,1010193,,dc-IT-0003,,,,,,,
2020-04-13 17:00:00,ITA,28023,3260,31283,72333,103616,1363,3153,35435,20465,,,159516,1046910,,,,,,,,,
2020-04-14 17:00:00,ITA,28011,3186,31197,73094,104291,675,2972,37130,21067,,,162488,1073689,,,,,,,,,
2020-04-15 17:00:00,ITA,27643,3079,30722,74696,105418,1127,2667,38092,21645,,,165155,1117404,,dc-IT-0005,,,,,,,
2020-04-16 17:00:00,ITA,26893,2936,29829,76778,106607,1189,3786,40164,22170,,,168941,1178403,,,,,,,,,
2020-04-17 17:00:00,ITA,25786,2812,28598,78364,106962,355,3493,42727,22745,,,172434,1244108,,,,,,,,,
2020-04-18 17:00:00,ITA,25007,2733,27740,80031,107771,809,3491,44927,23227,,,175925,1305833,,,,,,,,,
2020-04-19 17:00:00,ITA,25033,2635,27668,80589,108257,486,3047,47055,23660,,,178972,1356541,935310.0,,,,,,,,
2020-04-20 17:00:00,ITA,24906,2573,27479,80758,108237,-20,2256,48877,24114,,,181228,1398024,943151.0,dc-IT-0007,,,,,,,
2020-04-21 17:00:00,ITA,24134,2471,26605,81104,107709,-528,2729,51600,24648,,,183957,1450150,971246.0,pd-IT-0013,,,,,,,
2020-04-22 17:00:00,ITA,23805,2384,26189,81510,107699,-10,3370,54543,25085,,,187327,1513251,1015494.0,,,,,,,,
2020-04-23 17:00:00,ITA,22871,2267,25138,81710,106848,-851,2646,57576,25549,,,189973,1579909,1052577.0,pd-IT-0015;pd-IT-0017,,,,,,,
2020-04-24 17:00:00,ITA,22068,2173,24241,82286,106527,-321,3021,60498,25969,,,192994,1642356,1147850.0,dc-IT-0009;dc-IT-0011,,,,,,,
2020-04-25 17:00:00,ITA,21533,2102,23635,82212,105847,-680,2357,63120,26384,,,195351,1707743,1186526.0,,,,,,,,
2020-04-26 17:00:00,ITA,21372,2009,23381,82722,106103,256,2324,64928,26644,,,197675,1757659,1210639.0,dc-IT-0013,,,,,,,
2020-04-27 17:00:00,ITA,20353,1956,22309,83504,105813,-290,1739,66624,26977,,,199414,1789662,1237317.0,,,,,,,,
2020-04-28 17:00:00,ITA,19723,1863,21586,83619,105205,-608,2091,68941,27359,,,201505,1846934,1274871.0,,,,,,,,
2020-04-29 17:00:00,ITA,19210,1795,21005,83652,104657,-548,2086,71252,27682,,,203591,1910761,1313460.0,,,,,,,,
2020-04-30 17:00:00,ITA,18149,1694,19843,81708,101551,-3106,1872,75945,27967,,,205463,1979217,1354901.0,,,,,,,,
2020-05-01 17:00:00,ITA,17569,1578,19147,81796,100943,-608,1965,78249,28236,,,207428,2053425,1398633.0,dc-IT-0015,,,,,,,
2020-05-02 17:00:00,ITA,17357,1539,18896,81808,100704,-239,1900,79914,28710,,,209328,2108837,1429864.0,dc-IT-0017,,,,,,,
2020-05-03 17:00:00,ITA,17242,1501,18743,81436,100179,-525,1389,81654,28884,,,210717,2153772,1456911.0,,,,,,,,
2020-05-04 17:00:00,ITA,16823,1479,18302,81678,99980,-199,1221,82879,29079,,,211938,2191403,1479910.0,dc-IT-0019,,,,,,,
2020-05-05 17:00:00,ITA,16270,1427,17697,80770,98467,-1513,1075,85231,29315,,,213013,2246666,1512121.0,,,,,,,,
2020-05-06 17:00:00,ITA,15769,1333,17102,74426,91528,-6939,1444,93245,29684,,,214457,2310929,1549892.0,dc-IT-0021,,,,,,,
2020-05-07 17:00:00,ITA,15174,1311,16485,73139,89624,-1904,1401,96276,29958,,,215858,2381288,1563557.0,dc-IT-0023,,,,,,,
2020-05-08 17:00:00,ITA,14636,1168,15804,72157,87961,-1663,1327,99023,30201,,,217185,2445063,1608985.0,dc-IT-0025,,,,,,,
2020-05-09 17:00:00,ITA,13834,1034,14868,69974,84842,-3119,1083,103031,30395,,,218268,2514234,1645076.0,,,,,,,,
2020-05-10 17:00:00,ITA,13618,1027,14645,68679,83324,-1518,802,105186,30560,,,219070,2565912,1676460.0,,,,,,,,
2020-05-11 17:00:00,ITA,13539,999,14538,67950,82488,-836,744,106587,30739,,,219814,2606652,1702283.0,,,,,,,,
2020-05-12 17:00:00,ITA,12865,952,13817,67449,81266,-1222,1402,109039,30911,,,221216,2673655,1741903.0,dc-IT-0027,,,,,,,
2020-05-13 17:00:00,ITA,12172,893,13065,65392,78457,-2809,888,112541,31106,,,222104,2735628,1778952.0,,,,,,,,
2020-05-14 17:00:00,ITA,11453,855,12308,64132,76440,-2017,992,115288,31368,,,223096,2807504,1820083.0,dc-IT-0029,,,,,,,
2020-05-15 17:00:00,ITA,10792,808,11600,60470,72070,-4370,789,120205,31610,,,223885,2875680,1859110.0,dc-IT-0031,,,,,,,
2020-05-16 17:00:00,ITA,10400,775,11175,59012,70187,-1883,875,122810,31763,,,224760,2944859,1899767.0,,,,,,,,
2020-05-17 17:00:00,ITA,10311,762,11073,57278,68351,-1836,675,125176,31908,,,225435,3004960,1933272.0,,,,,,,,
2020-05-18 17:00:00,ITA,10207,749,10956,55597,66553,-1798,451,127326,32007,,,225886,3041366,1959373.0,pd-IT-0019,,,,,,,
2020-05-19 17:00:00,ITA,9991,716,10707,54422,65129,-1424,813,129401,32169,,,226699,3104524,1999599.0,dc-IT-0033,,,,,,,
2020-05-20 17:00:00,ITA,9624,676,10300,52452,62752,-2377,665,132282,32330,,,227364,3171719,2038216.0,,,,,,,,
2020-05-21 17:00:00,ITA,9269,640,9909,51051,60960,-1792,642,134560,32486,,,228006,3243398,2078860.0,,,,,,,,
2020-05-22 17:00:00,ITA,8957,595,9552,49770,59322,-1638,652,136720,32616,,,228658,3318778,2121847.0,,,,,,,,
2020-05-23 17:00:00,ITA,8695,572,9267,48485,57752,-1570,669,138840,32735,,,229327,3391188,2164426.0,,,,,,,,
2020-05-24 17:00:00,ITA,8613,553,9166,47428,56594,-1158,531,140479,32785,,,229858,3447012,2198632.0,pd-IT-0021,,,,,,,
2020-05-25 17:00:00,ITA,8185,541,8726,46574,55300,-1294,300,141981,32877,,,230158,3482253,2219308.0,dc-IT-0035,,,,,,,
2020-05-26 17:00:00,ITA,7917,521,8438,44504,52942,-2358,397,144658,32955,,,230555,3539927,2253252.0,,,,,,,,
2020-05-27 17:00:00,ITA,7729,505,8234,42732,50966,-1976,584,147101,33072,,,231139,3607251,2290551.0,,,,,,,,
2020-05-28 17:00:00,ITA,7379,489,7868,40118,47986,-2980,593,150604,33142,,,231732,3683144,2330389.0,,,,,,,,
2020-05-29 17:00:00,ITA,7094,475,7569,38606,46175,-1811,516,152844,33229,,,232248,3755279,2368622.0,dc-IT-0037,,,,,,,
2020-05-30 17:00:00,ITA,6680,450,7130,36561,43691,-2484,416,155633,33340,,,232664,3824621,2404673.0,nd-IT-0016,,,,,,,
2020-05-31 17:00:00,ITA,6387,435,6822,35275,42097,-1594,355,157507,33415,,,233019,3878739,2433621.0,pd-IT-0023,,,,,,,
2020-06-01 17:00:00,ITA,6099,424,6523,34844,41367,-730,178,158355,33475,,,233197,3910133,2451674.0,,,,,,,,
2020-06-02 17:00:00,ITA,5916,408,6324,33569,39893,-1474,318,160092,33530,,,233515,3962292,2477302.0,,,,,,,,
2020-06-03 17:00:00,ITA,5742,353,6095,33202,39297,-596,321,160938,33601,,,233836,3999591,2497337.0,,,,,,,,
2020-06-04 17:00:00,ITA,5503,338,5841,32588,38429,-868,177,161895,33689,,,234013,4049544,2524788.0,dc-IT-0039,,,,,,,
2020-06-05 17:00:00,ITA,5301,316,5617,31359,36976,-1453,518,163781,33774,,,234531,4114572,2565258.0,,,,,,,,
2020-06-06 17:00:00,ITA,5002,293,5295,30582,35877,-1099,270,165078,33846,,,234801,4187057,2599294.0,,,,,,,,
2020-06-07 17:00:00,ITA,4864,287,5151,30111,35262,-615,197,165837,33899,,,234998,4236535,2627188.0,,,,,,,,
2020-06-08 17:00:00,ITA,4729,283,5012,29718,34730,-532,280,166584,33964,,,235278,4263647,2643489.0,,,,,,,,
2020-06-09 17:00:00,ITA,4581,263,4844,28028,32872,-1858,283,168646,34043,,,235561,4318650,2675689.0,dc-IT-0041;dc-IT-0043,,,,,,,
2020-06-10 17:00:00,ITA,4320,249,4569,27141,31710,-1162,202,169939,34114,,,235763,4381349,2713554.0,,,,,,,,
2020-06-11 17:00:00,ITA,4131,236,4367,26270,30637,-1073,379,171338,34167,,,236142,4443821,2746545.0,,,,,,,,
2020-06-12 17:00:00,ITA,3893,227,4120,24877,28997,-1640,163,173085,34223,,,236305,4514441,2784196.0,dc-IT-0045;dc-IT-0047,,,,,,,
2020-06-13 17:00:00,ITA,3747,220,3967,23518,27485,-1512,346,174865,34301,,,236651,4564191,2817076.0,dc-IT-0049,,,,,,,
2020-06-14 17:00:00,ITA,3594,209,3803,22471,26274,-1211,338,176370,34345,,,236989,4620718,2846621.0,,,,,,,,
2020-06-15 17:00:00,ITA,3489,207,3696,22213,25909,-365,303,177010,34371,,,237290,4648825,2864084.0,dc-IT-0051,,,,,,,
2020-06-16 17:00:00,ITA,3301,177,3478,21091,24569,-1340,210,178526,34405,,,237500,4695707,2891846.0,,,,,,,,
2020-06-17 17:00:00,ITA,3113,163,3276,20649,23925,-644,329,179455,34448,,,237828,4773408,2925803.0,dc-IT-0053,,,,,,,
2020-06-18 17:00:00,ITA,2867,168,3035,20066,23101,-824,333,180544,34514,,,238159,4831562,2958724.0,dc-IT-0055,,,,,,,
